date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id
06-07-2015,22,32.4,26.4,71,0,9.5,6,90,2,E,96933
07-07-2015,22.2,32.2,26.9,72,,10.4,6,70,2,E,96933
08-07-2015,22.8,31.8,26.5,71,,8.5,5,110,2,E,96933
09-07-2015,23,31,26.9,68,,9.1,4,130,2,N,96933
10-07-2015,23.6,32.8,26.9,69,0,0.6,6,100,2,E,96933
11-07-2015,23.4,32,27.1,77,0,7.4,8,100,4,E,96933
12-07-2015,23.9,32.1,,,0,4.6,10,130,6,E,96933
13-07-2015,26.4,32.2,29.1,70,,,10,90,6,E,96933
14-07-2015,26,31.7,27.9,73,,9.7,10,100,5,E,96933
15-07-2015,25.4,31.8,28.2,72,,8.9,8,100,5,E,96933
16-07-2015,24.5,31.4,27.2,77,0,,10,80,4,E,96933
17-07-2015,24.4,32.6,27.8,76,0,9.5,9,100,3,E,96933
18-07-2015,24.7,32.2,27.4,72,,9.9,8,90,4,E,96933
19-07-2015,23,32,26.7,75,,9.6,8,100,3,E,96933
20-07-2015,23.8,32.6,27.5,75,0,10,6,100,3,E,96933
21-07-2015,24,32.4,27.6,75,0,9.3,7,130,4,E,96933
22-07-2015,24.8,32.6,28.7,69,0,9.5,9,100,3,E,96933
23-07-2015,24.2,32.2,27.4,74,,10.1,6,110,3,E,96933
24-07-2015,24.6,33.4,28,76,,9.4,6,80,3,E,96933
25-07-2015,24.1,33.4,27.7,70,0,9.9,7,90,3,E,96933
26-07-2015,22.8,32.6,26.8,72,0,9.7,8,110,3,E,96933
27-07-2015,23.2,32.9,27.3,71,,10.5,8,150,3,E,96933
28-07-2015,23.6,33.4,27.6,75,,10.2,7,100,3,E,96933
29-07-2015,23.6,33.2,27.4,73,,10,6,80,3,E,96933
30-07-2015,24.2,33,28.4,72,0,10.1,7,110,4,E,96933
31-07-2015,24.4,33.2,28,70,0,9.5,7,100,3,E,96933
01-08-2015,24.3,32.4,27.6,69,0,10,7,110,2,E,96933
02-08-2015,22,32.4,26.3,65,,7,6,110,3,E,96933
03-08-2015,21.8,32.7,26.4,71,,9.9,7,70,4,E,96933
04-08-2015,22,32.4,27,70,0,10.1,8,70,3,E,96933
05-08-2015,23.4,32.4,27.4,69,0,9,8,120,4,E,96933
06-08-2015,24.2,31.4,27.6,73,,9.6,6,60,3,E,96933
07-08-2015,25.4,31.8,27.8,75,,5.8,6,100,4,E,96933
08-08-2015,24.8,32.5,27.5,73,,8,7,110,4,E,96933
09-08-2015,24.9,31.4,27.5,75,0,7,7,90,4,E,96933
10-08-2015,25.4,32.8,28.7,71,,4.7,8,70,5,E,96933
11-08-2015,26.2,32.5,28.8,70,,10,10,100,5,E,96933
12-08-2015,25.5,34,28.6,74,0,10,5,70,2,E,96933
13-08-2015,24.2,34.3,28.1,71,0,8.2,8,110,5,E,96933
14-08-2015,24.4,32.8,28.6,71,,10.2,7,80,5,E,96933
15-08-2015,26.5,31.8,28.4,71,,9.3,10,100,6,E,96933
16-08-2015,25,32.6,28.1,69,0,9.1,11,100,4,E,96933
17-08-2015,25,32.2,28.3,66,0,9.5,8,120,4,E,96933
18-08-2015,22.9,32.7,26.9,68,,10.4,5,70,3,E,96933
19-08-2015,23.6,32.2,27.8,70,,10,6,70,3,E,96933
20-08-2015,22.6,31.5,26.4,69,0,9.1,6,90,3,E,96933
21-08-2015,22,32.4,26.5,67,0,9.5,7,90,3,E,96933
22-08-2015,22.1,32.2,26.4,67,,9.8,5,110,2,E,96933
23-08-2015,22.2,32.6,26.9,65,,9,6,130,3,E,96933
24-08-2015,22.4,33.2,26.9,67,0,10,6,130,3,E,96933
25-08-2015,22.8,33.8,27.8,68,0,10,6,90,2,E,96933
26-08-2015,22.4,33.3,27.8,68,,10.2,6,70,3,E,96933
27-08-2015,24,33.6,28.1,67,,10.2,7,90,3,E,96933
28-08-2015,24,34.2,28.3,67,0,10.2,6,100,3,E,96933
29-08-2015,23.8,33.8,28.4,67,0,10.2,8,140,4,E,96933
30-08-2015,24,34.2,28.2,70,,10.3,6,70,3,E,96933
31-08-2015,23.3,34.2,28,65,,10,6,140,3,E,96933
01-09-2015,23.3,33.8,28.3,63,0,9.9,6,70,3,E,96933
02-09-2015,23,33.7,28.6,61,0,10,7,90,3,E,96933
03-09-2015,22.8,,27.8,66,,9.8,7,150,3,E,96933
04-09-2015,23,33.6,27.5,65,,9.3,6,80,3,E,96933
05-09-2015,23,33.2,27.8,63,0,9.2,12,90,3,E,96933
06-09-2015,22.8,33.5,27.9,63,0,9.2,8,90,3,E,96933
07-09-2015,22.7,33.6,27.6,67,,9.1,7,110,3,E,96933
08-09-2015,23.8,33.9,28.2,62,,9.1,7,100,3,E,96933
09-09-2015,23.4,33.4,28,64,0,9,7,100,4,E,96933
10-09-2015,23.6,33.2,27.5,72,0,8.5,10,130,4,E,96933
11-09-2015,24,33.2,28.2,65,,9.1,9,110,3,E,96933
12-09-2015,25,33.6,28.4,67,,9,7,80,4,E,96933
13-09-2015,24.9,33.6,28.1,63,0,8.9,7,300,3,E,96933
14-09-2015,22.8,33,27.4,65,0,8.8,7,70,3,E,96933
15-09-2015,22.8,33.4,28.1,62,,,5,90,2,E,96933
16-09-2015,23.4,33.4,28,64,,9,6,60,3,E,96933
17-09-2015,23.3,33.3,29.2,68,0,8.8,10,100,5,E,96933
18-09-2015,25.6,34,29.9,66,0,8.8,8,90,4,E,96933
19-09-2015,23.8,24.6,28.4,69,,9,5,100,2,E,96933
20-09-2015,24.4,35.7,29.3,66,,8.9,5,70,2,E,96933
21-09-2015,24.6,35,29.3,63,0,8.8,9,110,2,E,96933
22-09-2015,23.6,35,28.7,66,0,8.8,10,50,3,E,96933
23-09-2015,24.2,34.6,29,64,,9,4,70,2,E,96933
24-09-2015,24.2,34.7,28.6,65,,8.8,4,70,2,E,96933
25-09-2015,23.2,33.6,28.3,63,,9,6,100,2,E,96933
26-09-2015,24,34,28.8,64,0,8.9,8,70,3,E,96933
27-09-2015,23,33,28.6,69,0,8.9,6,110,3,E,96933
28-09-2015,25,33.7,28.8,67,,8,5,70,2,E,96933
29-09-2015,25,34.4,29.1,65,0,8.1,4,80,3,E,96933
30-09-2015,25.8,34.5,30,63,0,9.1,8,90,4,E,96933
01-10-2015,25.4,33.6,29.5,69,,9.2,5,70,3,E,96933
02-10-2015,25.4,33.9,29.5,69,,9.2,6,60,4,E,96933
03-10-2015,26.8,34.4,29.9,66,0,8.9,6,60,4,E,96933
04-10-2015,26.2,34.2,30,61,0,9.5,8,100,4,E,96933
05-10-2015,26,34.8,29.6,66,,9.2,5,70,2,E,96933
06-10-2015,24.2,35.4,29.6,64,,9.5,4,80,1,E,96933
07-10-2015,24.6,35,29.2,64,,9.5,4,70,2,E,96933
08-10-2015,24.2,35.2,29,68,0,9.5,7,90,2,E,96933
09-10-2015,24.4,35.4,29.6,63,0,9.5,6,90,3,E,96933
10-10-2015,26.4,34,29.8,69,,9,7,50,3,E,96933
11-10-2015,26.4,34.6,29.7,69,0,9.8,5,70,2,E,96933
12-10-2015,25,34.8,29.9,64,0,10.6,10,90,3,E,96933
13-10-2015,24.8,36.2,29.9,65,,9.7,4,90,2,E,96933
14-10-2015,25.8,35.6,29.8,65,,8.3,5,60,2,E,96933
15-10-2015,24.6,35.4,29.7,61,0,9.6,5,70,2,E,96933
16-10-2015,24,36.2,29.8,62,0,8.5,11,80,3,E,96933
17-10-2015,24.3,35.8,29.9,61,0,10,5,60,3,E,96933
18-10-2015,26,35.7,29.8,64,,10.1,4,70,2,E,96933
19-10-2015,25,36.8,29.9,64,,8.8,5,50,3,E,96933
20-10-2015,26.2,35.5,30.6,64,0,9,8,70,4,E,96933
21-10-2015,25.5,35.6,30.3,59,,9.9,6,50,3,E,96933
22-10-2015,25.6,35,30,62,,10,6,60,2,E,96933
23-10-2015,24.6,34.2,28.7,64,0,9.4,5,60,2,E,96933
24-10-2015,24.2,35.6,29.8,60,0,9.5,8,100,4,E,96933
25-10-2015,26,35.2,29.4,65,,9.6,5,70,2,E,96933
26-10-2015,25,36.4,30.1,65,,9.4,4,80,2,E,96933
27-10-2015,26.1,36.6,30.6,65,0,9.7,5,60,2,E,96933
28-10-2015,27,36.5,31,64,0,9.5,7,90,3,E,96933
29-10-2015,26.5,35.2,30.4,66,,10,6,60,3,E,96933
30-10-2015,27.6,36.5,31.1,64,,8.8,5,60,2,E,96933
31-10-2015,26.5,35.8,30.6,66,0,9.9,4,90,1,E,96933
01-11-2015,26,37.6,30.9,64,0,8.6,5,280,2,N,96933
02-11-2015,26.2,36.6,31.1,64,,10,4,60,1,N,96933
03-11-2015,27.5,37,30.6,67,,10,3,70,1,N,96933
04-11-2015,26,35.2,30.2,73,8.2,8.3,2,20,1,N,96933
05-11-2015,26.6,35.6,30.7,69,0,9.6,9,100,3,E,96933
06-11-2015,26.9,36,30.7,69,,10.1,4,60,2,E,96933
07-11-2015,27.6,35.3,30.8,68,,8.4,4,50,1,N,96933
08-11-2015,26.8,36.4,30.6,67,0,3.8,3,70,1,N,96933
09-11-2015,26.4,36.3,31,69,0,6,6,290,2,N,96933
10-11-2015,25.8,34.6,29.7,80,67.9,7.9,2,70,0,N,96933
11-11-2015,25.2,34.8,29.7,71,9.1,6.6,4,20,1,N,96933
12-11-2015,26.7,35.8,30.7,68,0,9.3,4,60,2,E,96933
13-11-2015,27,36,31.3,65,0,9.5,7,80,2,N,96933
14-11-2015,27.2,36,30.9,67,,9,4,60,1,N,96933
15-11-2015,26.4,35.8,31,65,,8.8,4,40,2,E,96933
16-11-2015,27.2,36.4,31.4,62,0,9,4,90,1,E,96933
17-11-2015,27.4,36,31.2,64,0,10,3,60,1,N,96933
18-11-2015,27.2,36.6,31.4,63,,9.5,3,50,1,N,96933
19-11-2015,26.9,36.4,31.8,64,4.1,10,4,60,2,E,96933
20-11-2015,27.1,36.4,31.4,63,0,9.6,8,110,2,E,96933
21-11-2015,27.5,36.6,31.9,64,0,0,7,80,2,N,96933
22-11-2015,27.4,36.2,31.9,62,,9.6,5,70,2,N,96933
23-11-2015,28.6,36.9,32.8,58,,10,5,60,2,E,96933
24-11-2015,27.6,37.6,31.7,65,0,10.1,3,60,1,N,96933
25-11-2015,27.4,35,30.5,73,11.6,10,5,360,1,N,96933
26-11-2015,24.8,35.4,29.7,74,50.6,3,5,90,1,N,96933
27-11-2015,25.3,35,30.2,71,16.4,7.6,3,80,1,N,96933
28-11-2015,27.3,35.4,29.5,73,,5.3,3,60,0,N,96933
29-11-2015,27.2,36.4,30.7,68,0,6,6,70,1,N,96933
30-11-2015,25.9,36.4,30.5,70,,5.9,4,60,1,N,96933
01-12-2015,27.4,37.2,31.5,69,,9.4,3,20,1,N,96933
02-12-2015,26.9,36.2,31,69,0,8.4,3,50,1,N,96933
03-12-2015,26.4,33.2,29.7,75,3,8.2,5,300,1,N,96933
04-12-2015,26,35.6,29.7,73,0.2,2.9,4,80,1,N,96933
05-12-2015,26.8,35.2,30.7,71,2,8.5,5,90,1,N,96933
06-12-2015,26,32.4,27.3,89,7,3.6,3,60,0,N,96933
07-12-2015,,34.8,29.6,77,24.4,,7,70,1,N,96933
08-12-2015,26.6,34.7,30.1,73,,5.8,5,50,1,N,96933
09-12-2015,25.6,35.7,29.6,74,,6.1,3,30,1,N,96933
10-12-2015,26.2,35.6,31.4,70,0,6.9,3,20,1,N,96933
11-12-2015,26.4,35.4,30.1,71,0,6.5,7,90,1,N,96933
12-12-2015,26.5,35.2,29.7,75,,4,5,360,1,N,96933
13-12-2015,25.8,35.4,30.2,71,,,2,270,1,N,96933
14-12-2015,26,32.2,27,88,,7.4,3,50,0,N,96933
15-12-2015,24.6,31.4,27.7,83,20.4,0,3,320,1,N,96933
16-12-2015,25.1,32.8,27.9,83,,0,3,290,1,W,96933
17-12-2015,25.4,32,27.9,80,,1.8,4,300,1,W,96933
18-12-2015,25.9,33.2,28.5,74,,0.1,5,270,2,W,96933
19-12-2015,25.2,33.8,28.4,78,2.2,,9,290,3,W,96933
20-12-2015,26,35,29.2,77,,2,5,310,1,N,96933
21-12-2015,26,32.7,29.1,78,0.4,7.8,3,290,1,N,96933
22-12-2015,25.2,33.8,29.4,77,8.1,2.2,4,320,2,NW,96933
23-12-2015,26,34.4,29.8,76,0,7,7,320,2,N,96933
24-12-2015,25.8,34.2,29.8,75,7.6,5.7,3,320,1,W,96933
25-12-2015,26.6,34.4,29.1,76,,5,3,310,1,W,96933
26-12-2015,26.6,36,29.9,75,0,2.3,4,300,1,N,96933
27-12-2015,26,34.6,29.7,73,,8.8,6,320,1,N,96933
28-12-2015,25.6,34.4,29.2,76,4.7,7.2,5,200,1,N,96933
29-12-2015,27,34.8,28.6,80,2.3,6.6,4,230,1,N,96933
30-12-2015,24.3,34.8,28.7,80,17.8,5,3,40,1,N,96933
31-12-2015,25.7,34.2,29.4,80,37.5,8,5,90,1,N,96933
01-01-2016,25.2,33.3,29.1,77,16.4,4.8,2,50,0,N,96933
02-01-2016,26.8,32.3,29.6,80,1.6,1.5,5,130,1,N,96933
03-01-2016,25.8,34.3,29.1,78,8.3,2,5,280,0,N,96933
04-01-2016,25.6,33,29.2,81,64,5,4,60,1,N,96933
05-01-2016,,33.2,29,80,,2.8,3,20,1,N,96933
06-01-2016,26,34.9,30.2,73,,2.3,4,50,1,N,96933
07-01-2016,26.5,35.2,31,67,,9.3,3,20,1,N,96933
08-01-2016,27,35.8,30.7,73,0,10,3,300,1,N,96933
09-01-2016,26.2,35.2,30.1,73,0,8.9,3,60,0,N,96933
10-01-2016,27,35.1,30.1,74,,8.5,3,50,1,N,96933
11-01-2016,26.7,33.4,28.8,78,0,5.5,2,350,0,N,96933
12-01-2016,25.4,34.6,29.2,74,,2.2,4,70,1,N,96933
13-01-2016,26,35,30.3,73,,7.5,3,90,1,NE,96933
14-01-2016,27,36,30.9,70,1,7.6,4,70,2,E,96933
15-01-2016,28,35.6,31.2,70,0,9.6,4,70,1,N,96933
16-01-2016,27.4,35.6,31.4,67,,9.8,4,70,1,N,96933
17-01-2016,27.6,33.7,29.5,77,,9.8,3,50,1,N,96933
18-01-2016,26.2,34.6,29.8,74,,4.5,3,300,1,NW,96933
19-01-2016,27.1,35.2,30.7,72,0,6.8,4,320,1,NW,96933
20-01-2016,26.4,34.2,28.5,80,0,8.9,9,270,1,N,96933
21-01-2016,25.9,32.4,28.8,79,1.3,4.6,2,310,0,N,96933
22-01-2016,25.4,33.6,28.3,79,0.4,0.9,3,320,1,N,96933
23-01-2016,26,32.2,27.5,87,0,4.6,3,310,1,N,96933
24-01-2016,26,29.8,27.2,85,7.8,2.8,7,310,1,N,96933
25-01-2016,25.3,33.3,28.1,81,1.8,0,3,310,1,N,96933
26-01-2016,23.6,31.2,27.5,84,67.9,5.8,3,320,1,N,96933
27-01-2016,25,33.6,27.8,82,0.8,1,3,300,1,W,96933
28-01-2016,24,34,28.8,76,34.5,4,5,310,2,N,96933
29-01-2016,25,35.4,30.7,72,0,7.1,8,310,2,N,96933
30-01-2016,25.8,34.2,29,83,83,8.4,4,320,2,N,96933
31-01-2016,27,32.6,29,80,,8,4,310,1,N,96933
01-02-2016,25.4,33.6,27.3,88,21,2,7,270,2,N,96933
02-02-2016,26.2,33,28.5,82,16.4,3.4,5,320,1,N,96933
03-02-2016,25.8,33.3,29,73,1,4,2,240,1,N,96933
04-02-2016,26.4,33.6,29.2,76,,0.3,4,320,1,NW,96933
05-02-2016,26.6,32,28,84,0.8,6,8,270,1,N,96933
06-02-2016,25.2,34.2,28.7,80,4.2,0.4,4,80,1,N,96933
07-02-2016,25.6,32.2,27.6,86,65.8,5.4,2,290,1,N,96933
08-02-2016,25.4,32.8,27.8,84,2.6,0.5,3,310,1,N,96933
09-02-2016,25.6,33.3,28.3,86,43.1,4.6,4,100,1,N,96933
10-02-2016,25.5,30.4,27,90,1,2,3,220,0,N,96933
11-02-2016,25.4,30.4,27.6,84,19.7,0.3,3,320,1,N,96933
12-02-2016,24.9,30.6,27.1,87,22.5,0,2,320,0,N,96933
13-02-2016,25.2,33,28.8,79,0.5,0,3,290,1,N,96933
14-02-2016,25.8,34.2,29.4,76,,1.4,3,130,1,N,96933
15-02-2016,27.6,30.2,28.1,84,0.2,7.4,3,290,0,N,96933
16-02-2016,25.7,32.6,28.5,85,13.6,0,2,300,0,N,96933
17-02-2016,25.8,34.2,29.7,75,18.4,4,7,310,2,N,96933
18-02-2016,24.6,34.8,29.1,79,32.4,9,4,280,1,N,96933
19-02-2016,25.8,34.5,29.4,77,5.7,9,5,280,1,N,96933
20-02-2016,26.4,34.4,30,76,1.5,8,5,330,2,N,96933
21-02-2016,26.8,31.6,27.8,84,2,8.3,3,180,0,N,96933
22-02-2016,25.2,32.9,28.7,82,10,1.2,3,290,1,N,96933
23-02-2016,25.2,34,28.1,81,3.1,5.2,5,160,1,N,96933
24-02-2016,25,34,27.8,85,4.6,8.5,6,320,2,N,96933
25-02-2016,25.2,34.6,27.9,85,11.6,8.5,6,290,2,N,96933
26-02-2016,25,34,27.7,86,60.1,9,4,310,1,N,96933
27-02-2016,25,32.4,27.3,87,43.8,3.6,3,290,1,N,96933
28-02-2016,25.1,33.6,28.4,80,20.1,1.3,4,300,1,N,96933
29-02-2016,25.4,33.4,28.7,79,1.3,6.3,8,320,3,W,96933
01-03-2016,26,33.6,27.9,82,4.2,6.6,3,280,1,N,96933
02-03-2016,26,33.2,28.3,82,6.6,3.6,4,320,1,N,96933
03-03-2016,25.7,34.3,28.2,85,4.5,2.2,3,310,1,N,96933
04-03-2016,25.2,34,28.9,80,36.4,6.5,4,310,1,N,96933
05-03-2016,25.4,32.7,28.4,83,0,5,3,290,0,N,96933
06-03-2016,26.6,33.2,28.5,83,,4.1,4,320,1,N,96933
07-03-2016,25.2,34,28.8,82,1.5,4.9,4,50,1,N,96933
08-03-2016,25.8,35.2,30.1,77,,4.8,3,290,1,N,96933
09-03-2016,26.2,35.4,29.6,78,,8.6,3,290,1,N,96933
10-03-2016,26.4,34.9,30.5,77,,6.9,3,300,1,N,96933
11-03-2016,27.3,34.6,30.1,76,0,4.4,3,290,1,N,96933
12-03-2016,25.3,34.4,29.6,75,2.2,2.8,5,270,1,N,96933
13-03-2016,26.2,35.4,30.5,75,,8.8,5,80,1,N,96933
14-03-2016,27,34.2,29.9,78,0,8.5,5,320,1,N,96933
15-03-2016,26.9,36,30.3,73,,2.5,4,310,1,N,96933
16-03-2016,26.8,35.8,29.9,76,15.6,9,6,290,2,N,96933
17-03-2016,27,,30.4,73,,5.8,4,310,1,N,96933
18-03-2016,27.6,33.8,29.7,76,0,7,5,310,1,N,96933
19-03-2016,26.1,34.6,28.3,84,12.2,1.7,3,310,0,N,96933
20-03-2016,26.5,34,30.2,81,46,5.2,4,320,1,N,96933
21-03-2016,27.8,34.4,30.2,77,,3.8,7,300,1,N,96933
22-03-2016,27.2,35.1,30,76,,7.2,3,310,1,N,96933
23-03-2016,26.7,34.4,29.3,78,1.6,5.1,4,320,1,N,96933
24-03-2016,26.2,34.6,29.7,76,1.2,6.3,2,50,1,N,96933
25-03-2016,27,35.2,30.2,74,,5.1,3,70,1,N,96933
26-03-2016,25.8,35.6,30,74,,5.9,3,310,1,N,96933
27-03-2016,26.4,35.8,30.6,70,,6.9,3,70,1,N,96933
28-03-2016,26.6,34.4,29.9,74,5.6,7.5,6,300,2,N,96933
29-03-2016,26.1,33,29.1,79,,6.9,6,320,1,N,96933
30-03-2016,26.8,32.7,28.5,85,,1.3,3,320,0,N,96933
31-03-2016,25.6,33.6,28,81,16.7,3,3,60,1,N,96933
01-04-2016,26.4,30.9,27.8,85,,3,8,110,1,N,96933
02-04-2016,26.2,33.7,29.4,77,6.7,0.5,5,50,1,N,96933
03-04-2016,26.8,34,29.5,74,,8.8,3,80,1,N,96933
04-04-2016,27.2,34.8,31.1,69,0,7.2,4,50,2,E,96933
05-04-2016,27.6,35,30.5,70,0,7.1,5,320,1,N,96933
06-04-2016,27,34.2,29.9,75,,6,5,70,1,N,96933
07-04-2016,27.8,33.5,29.7,77,,5.1,4,90,1,N,96933
08-04-2016,27.6,34.7,30.3,78,0,3.7,2,30,1,N,96933
09-04-2016,27,31.8,28.1,87,,6.6,5,150,1,N,96933
10-04-2016,25.1,33.4,28.4,83,50.2,0.5,3,70,1,N,96933
11-04-2016,26,34,29.8,78,,2.8,3,20,1,N,96933
12-04-2016,26,33.4,28.8,84,6.1,5.1,3,60,1,N,96933
13-04-2016,25.8,32.4,28.8,80,2.2,0.6,5,80,1,N,96933
14-04-2016,26,34.2,29.1,79,3.7,2.1,4,70,1,N,96933
15-04-2016,25.8,33.8,26.6,92,73.5,5.8,3,100,1,E,96933
16-04-2016,25.3,33.6,29.3,81,29.2,0,3,20,1,E,96933
17-04-2016,26.4,33.1,29.3,81,0.2,9,4,90,1,N,96933
18-04-2016,26.4,32.2,28.6,82,,3.1,4,290,1,N,96933
19-04-2016,26.8,33.4,29.4,79,5.6,3.8,3,60,2,NE,96933
20-04-2016,26.4,33.8,30.2,72,,8.8,6,110,2,E,96933
21-04-2016,26.2,34,29.9,75,0.6,9.5,4,90,1,N,96933
22-04-2016,26.5,32,28.9,80,,7.3,5,60,1,E,96933
23-04-2016,26.8,34.2,29.5,77,0.3,1.5,4,80,2,E,96933
24-04-2016,27.1,34.4,30.4,76,0,7.8,4,80,2,E,96933
25-04-2016,28,34.4,31.2,70,0,7,6,110,2,E,96933
26-04-2016,27.8,33.2,28.3,86,,7.2,10,300,2,N,96933
27-04-2016,25.6,33.8,29.1,77,3.5,1.2,4,60,1,E,96933
28-04-2016,26.4,34.6,29.7,76,,9.3,4,30,1,N,96933
29-04-2016,27.2,34.7,30.4,73,0,7,5,90,1,N,96933
30-04-2016,27,34,30.1,72,,8.4,5,90,2,N,96933
01-05-2016,27.2,34.2,29.8,79,8.6,8,4,70,1,N,96933
02-05-2016,27.2,33.8,29.6,79,0,6.2,4,100,1,N,96933
03-05-2016,27,34.2,30.2,75,,6.7,18,360,2,N,96933
04-05-2016,27.1,34.6,30.1,74,,6.9,4,130,1,N,96933
05-05-2016,27.2,35,30.4,76,,6.9,2,80,1,N,96933
06-05-2016,27.4,33.2,29.7,78,,7.9,3,320,1,N,96933
07-05-2016,26.6,34.9,30.5,72,,5.6,3,300,1,N,96933
08-05-2016,27.8,34.4,29.6,79,0,9.4,2,40,1,N,96933
09-05-2016,26.6,34.4,30,77,,5.6,3,320,1,N,96933
10-05-2016,27.2,34.6,30,78,5.7,7,3,70,2,NE,96933
11-05-2016,27,34.3,30,76,0,9,5,90,2,E,96933
12-05-2016,26.2,33.4,29.5,82,6,8.6,3,70,1,N,96933
13-05-2016,27.2,34.4,30.6,73,,4.8,8,70,3,E,96933
14-05-2016,28,34.6,30.8,77,0,9.3,6,100,2,E,96933
15-05-2016,27.2,35,30.6,72,0.3,7.5,5,360,2,N,96933
16-05-2016,27.2,35,29.9,77,,8.4,3,90,1,N,96933
17-05-2016,26.2,34.3,29.5,79,46.8,8.6,3,50,1,N,96933
18-05-2016,26.2,34.9,30.1,72,,6.9,4,70,2,E,96933
19-05-2016,26.6,34.4,30,79,5.7,10,4,360,1,N,96933
20-05-2016,27.2,33.4,29.9,76,,7.6,5,360,2,N,96933
21-05-2016,26.4,36.4,29.2,80,16.4,6.1,3,110,1,E,96933
22-05-2016,26,34,29.1,81,25.8,5.8,4,70,1,N,96933
23-05-2016,26,34.6,29.6,79,10.4,8,5,360,1,N,96933
24-05-2016,26,34.4,29.7,78,23.8,5.5,4,60,1,N,96933
25-05-2016,25.4,36.7,28.9,80,8,8.6,4,70,2,E,96933
26-05-2016,26,34,30.3,73,0,7.8,7,360,2,N,96933
27-05-2016,27.8,32.8,29,81,,7.7,7,360,2,N,96933
28-05-2016,25.8,33.7,28.7,83,2.1,1.5,5,60,1,E,96933
29-05-2016,27,33.4,29.5,80,2,5.4,6,70,2,E,96933
30-05-2016,25.6,33.4,26.8,90,18.6,5.3,2,80,0,N,96933
31-05-2016,24,34,28,81,107.3,2.1,5,360,1,N,96933
01-06-2016,24.8,34,29.7,76,,6.7,3,110,1,N,96933
02-06-2016,26.6,32,29.5,77,,8.5,4,70,2,E,96933
03-06-2016,26.8,34,30.1,75,0,8.9,4,60,2,E,96933
04-06-2016,25.8,34.8,29.2,76,0,10.2,6,360,2,N,96933
05-06-2016,25.8,35.2,29.4,77,,8.2,3,30,1,N,96933
06-06-2016,26.8,34.4,29.7,77,,6.6,3,90,1,N,96933
07-06-2016,25.8,34.6,29.3,80,0.4,7.4,3,40,1,N,96933
08-06-2016,26,34.6,29.2,77,,8.3,5,360,1,N,96933
09-06-2016,26.2,33.8,29.2,79,1,4.5,4,50,2,N,96933
10-06-2016,26.4,35.2,29.3,77,,6,4,60,2,E,96933
11-06-2016,26.8,34.2,30,76,0,9.3,4,70,1,N,96933
12-06-2016,26.4,34.3,29.5,77,0,7.9,4,60,2,E,96933
13-06-2016,26.4,34,29.4,78,,9.3,4,80,1,N,96933
14-06-2016,25.6,31.8,27.4,86,2.5,6.9,3,90,1,E,96933
15-06-2016,25.2,32.4,27.6,86,12.7,0.5,8,90,2,E,96933
16-06-2016,25.6,33.8,28.9,81,1.4,4,7,100,2,E,96933
17-06-2016,25.8,33.6,29.1,80,0.1,7,4,70,1,N,96933
18-06-2016,25.6,33.8,28.6,82,1.4,5,3,90,1,N,96933
19-06-2016,23.5,29.2,25.4,93,31.5,3.5,2,280,0,N,96933
20-06-2016,23.2,33,27.3,83,5.5,2,4,90,1,N,96933
21-06-2016,23.4,33,28.4,81,,8.4,3,70,1,N,96933
22-06-2016,25.6,33.7,28.9,79,,6.9,3,140,1,NE,96933
23-06-2016,25.6,33.2,28.8,79,0,8.3,3,30,1,N,96933
24-06-2016,25.6,33,28.5,79,,5.3,5,360,1,N,96933
25-06-2016,25.6,33,28.7,80,0.4,8.4,4,10,1,N,96933
26-06-2016,25.6,34.2,28.9,75,,5.8,3,100,1,E,96933
27-06-2016,25.6,32.6,28.3,80,,9,3,80,1,N,96933
28-06-2016,25.6,31.8,27.4,86,1,4.5,4,360,2,N,96933
29-06-2016,24.6,31.4,27.6,85,19.1,0.6,4,60,1,N,96933
30-06-2016,25.4,31.1,26.5,89,,3.4,3,70,1,SE,96933
01-07-2016,24.8,33.2,28.1,82,3.5,0,3,80,1,N,96933
02-07-2016,25,33,28.5,80,0,5.5,7,100,2,E,96933
03-07-2016,25.8,33.6,28.9,77,,8.2,5,90,3,E,96933
04-07-2016,26,35.6,29.3,75,,10.3,5,110,2,E,96933
05-07-2016,25.6,33.4,29.3,74,0,10.4,5,60,2,E,96933
06-07-2016,25.8,33,29.3,77,0,10.1,4,70,2,E,96933
07-07-2016,25.8,33.2,29.1,76,,10.5,5,70,2,E,96933
08-07-2016,23.9,33.9,28.4,70,,10.4,4,70,2,NE,96933
09-07-2016,25,33.9,29.3,77,0,10.5,7,70,3,E,96933
10-07-2016,26.4,33.3,29.3,76,0,10,5,90,2,E,96933
11-07-2016,25.8,33.6,29.4,78,,9.6,4,50,2,E,96933
12-07-2016,27,33.6,29,80,,8.1,3,60,1,N,96933
13-07-2016,26.4,33.6,28.4,79,0,4.5,3,70,1,E,96933
14-07-2016,26.2,33.7,29.3,77,0.3,4.5,6,70,2,N,96933
15-07-2016,25.2,33.3,28.6,83,30,8,7,80,1,N,96933
16-07-2016,24.8,30.2,26.8,88,20.6,6.4,4,60,2,E,96933
17-07-2016,25,32.4,28.2,83,5.7,0,4,70,1,N,96933
18-07-2016,26,31.4,28.1,82,1.4,5,5,100,2,E,96933
19-07-2016,25.2,33.4,28.1,79,1.5,3.8,3,40,1,N,96933
